filename,class_id
0033.jpg,0
1370.jpg,0
0393.jpg,0
0118.jpg,0
0118.jpg,0
0981.jpg,0
0333.jpg,0
0246.jpg,0
0441.jpg,0
1547.jpg,0
1724.jpg,0
1092.jpg,0
0312.jpg,0
1141.jpg,0
1504.jpg,0
0502.jpg,0
1440.jpg,0
2070.jpg,0
1831.jpg,0
2021.jpg,0
1932.jpg,0
0589.jpg,1
0109.jpg,1
1703.jpg,1
0606.jpg,1
1095.jpg,1
1636.jpg,1
1608.jpg,1
1210.jpg,1
1820.jpg,1
2052.jpg,1
0912.jpg,1
1763.jpg,1
0565.jpg,1
0285.jpg,1
2079.jpg,1
2033.jpg,1
1484.jpg,1
1920.jpg,1
1837.jpg,1
1562.jpg,1
0444.jpg,1
1617.jpg,2
1588.jpg,2
0225.jpg,2
0487.jpg,2
1575.jpg,2
1750.jpg,2
0523.jpg,2
0217.jpg,2
1556.jpg,2
0100.jpg,2
1747.jpg,2
0151.jpg,2
1979.jpg,2
1843.jpg,2
0104.jpg,2
1713.jpg,2
1769.jpg,2
2078.jpg,2
1994.jpg,2
0658.jpg,2
1632.jpg,5
1874.jpg,5
1372.jpg,5
0924.jpg,5
1445.jpg,5
0500.jpg,5
1325.jpg,5
1840.jpg,5
0684.jpg,5
0218.jpg,5
1565.jpg,5
1873.jpg,5
1161.jpg,5
1721.jpg,5
1499.jpg,5
1421.jpg,5
1386.jpg,5
0937.jpg,5
0183.jpg,5
0381.jpg,5
2175.jpg,6
2044.jpg,6
0942.jpg,6
0221.jpg,6
0050.jpg,6
0180.jpg,6
1247.jpg,6
1185.jpg,6
1319.jpg,6
0870.jpg,6
1016.jpg,6
0205.jpg,6
1885.jpg,6
1189.jpg,6
1443.jpg,6
0458.jpg,6
1031.jpg,6
0659.jpg,6
0862.jpg,6
1931.jpg,6
0669.jpg,6
1187.jpg,4
1326.jpg,4
2121.jpg,4
2090.jpg,4
0147.jpg,4
1096.jpg,4
1429.jpg,4
1889.jpg,4
0466.jpg,4
1534.jpg,4
0715.jpg,4
0496.jpg,4
1701.jpg,4
1458.jpg,4
1598.jpg,4
1810.jpg,4
0846.jpg,4
0866.jpg,4
1868.jpg,4
0029.jpg,4
0844.jpg,4
0951.jpg,3
0950.jpg,3
1252.jpg,3
1819.jpg,3
0956.jpg,3
2124.jpg,3
0468.jpg,3
0530.jpg,3
1336.jpg,3
0260.jpg,3
1385.jpg,3
1660.jpg,3
0207.jpg,3
1037.jpg,3
1776.jpg,3
1332.jpg,3
0083.jpg,3
1244.jpg,3
1240.jpg,3
0793.jpg,3
1510.jpg,7
0459.jpg,7
0587.jpg,7
1946.jpg,7
1293.jpg,7
1337.jpg,7
1188.jpg,7
0973.jpg,7
0586.jpg,7
1755.jpg,7
1688.jpg,7
1633.jpg,7
0976.jpg,7
1673.jpg,7
1424.jpg,7
0200.jpg,7
1288.jpg,7
0163.jpg,7
0818.jpg,7
0371.jpg,7
1410.jpg,8
1864.jpg,8
2054.jpg,8
1896.jpg,8
0943.jpg,8
0946.jpg,8
0339.jpg,8
1047.jpg,8
1227.jpg,8
0979.jpg,8
0828.jpg,8
0546.jpg,8
0738.jpg,8
1180.jpg,8
1381.jpg,8
1481.jpg,8
0941.jpg,8
2137.jpg,8
1652.jpg,8
1007.jpg,8
1426.jpg,8
1999.jpg,9
0886.jpg,9
1043.jpg,9
1036.jpg,9
1331.jpg,9
1915.jpg,9
0575.jpg,9
0701.jpg,9
0859.jpg,9
1903.jpg,9
1903.jpg,9
1531.jpg,9
1501.jpg,9
1804.jpg,9
2155.jpg,9
1280.jpg,9
0181.jpg,9
1752.jpg,9
1973.jpg,9
1980.jpg,9
1087.jpg,9
0232.jpg,10
0674.jpg,10
0676.jpg,10
1105.jpg,10
1595.jpg,10
0452.jpg,10
1741.jpg,10
0352.jpg,10
2167.jpg,10
1025.jpg,10
0766.jpg,10
0744.jpg,10
1957.jpg,10
0040.jpg,10
0214.jpg,10
1478.jpg,10
0967.jpg,10
1863.jpg,10
1780.jpg,10
0805.jpg,10
