filename,class_id
09900_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_oblongifolium/07f1c573-f846-490b-a49c-2d6f4525923b.jpg,0
09900_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_oblongifolium/0fb05910-7269-4bd3-bb78-1e5bb9339c1f.jpg,0
09900_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_oblongifolium/3b959854-0488-4407-9782-67962bec763d.jpg,0
09900_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_oblongifolium/97983d4c-89b9-4919-9df8-1f720b8969d8.jpg,0
09900_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_oblongifolium/168931e5-ebeb-465e-941e-172ebafebf05.jpg,0
09901_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_platyneuron/e9320449-d2fd-49db-8b72-cb5414f0262d.jpg,1
09901_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_platyneuron/c33dca20-8353-4bc9-8ad8-f3b861dbd175.jpg,1
09901_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_platyneuron/3714d7ca-0058-4323-8e34-d596228cac9f.jpg,1
09901_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_platyneuron/e70bc8f9-8a2d-4654-9799-99d964b7abeb.jpg,1
09901_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_platyneuron/db3166e5-e80c-4bc8-97ce-6714217d01ed.jpg,1
09902_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_polyodon/16abb986-a3ef-4346-9b09-b6ccf90f64af.jpg,2
09902_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_polyodon/4df70ffa-94bf-431f-af52-c11c368f9fa7.jpg,2
09902_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_polyodon/1816c1a5-ab8b-437e-8eb7-b218a4fb6e2d.jpg,2
09902_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_polyodon/0f3a1146-f631-406b-97c0-17c6529c49a2.jpg,2
09902_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_polyodon/d0b8e1be-f74d-4a51-9c28-9884e4182f76.jpg,2
09903_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_rhizophyllum/e100caf1-841d-4f18-8bc4-fb849fe73842.jpg,3
09903_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_rhizophyllum/45722acf-c5ad-41d1-881a-8141d0ed5308.jpg,3
09903_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_rhizophyllum/73fc3a86-79d4-4179-bdb0-8d1dd953643a.jpg,3
09903_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_rhizophyllum/d5a41af5-f3bd-4115-8fdf-5f23cb8c746f.jpg,3
09903_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_rhizophyllum/fb4ac620-1a55-44a8-abfc-4acd99f99c1b.jpg,3
09904_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_ruta-muraria/3b9180d2-9b73-4ddf-b234-c11a96be871d.jpg,4
09904_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_ruta-muraria/5fbc552e-13b9-4149-8cd1-a5ac586d5b9e.jpg,4
09904_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_ruta-muraria/aedbca66-1d8d-435f-98b8-be2810c8d21a.jpg,4
09904_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_ruta-muraria/4ebbbce6-7d5e-47eb-9d39-c8a1a40d2181.jpg,4
09904_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_ruta-muraria/df356859-a4e2-4cdf-9780-901c03170506.jpg,4
09905_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_scolopendrium/eee8b5e8-816f-4502-a5a0-961999bbc413.jpg,5
09905_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_scolopendrium/3286bb65-84ea-470e-a66c-c9637a200c79.jpg,5
09905_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_scolopendrium/2e73689f-7b2b-4af4-a19e-0540fa122f47.jpg,5
09905_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_scolopendrium/bd0674bd-fe4b-48ed-b52e-0f9eff1a0688.jpg,5
09905_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_scolopendrium/90e84397-59fa-4488-a988-5adead7477d8.jpg,5
09906_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_trichomanes/7e9f7b02-9d96-4cf6-8602-60c57acc3793.jpg,6
09906_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_trichomanes/fcb43df4-33f2-4faf-87f6-df11debf8191.jpg,6
09906_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_trichomanes/dbd675e9-d52f-4d18-9773-1a589e718eeb.jpg,6
09906_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_trichomanes/6dc69ee6-beb3-40cd-83b6-4b0c1b6b1818.jpg,6
09906_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_trichomanes/c4871368-4e38-4666-b477-d79b54805047.jpg,6
09907_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_viride/c8891536-bc6f-423c-a14c-d16ed2a4a5cc.jpg,7
09907_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_viride/502b2442-625d-4d0f-a580-815ca18dc31f.jpg,7
09907_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_viride/a7d8ce00-3af1-4178-8e54-52477b065a0e.jpg,7
09907_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_viride/2b37615b-c379-4b96-a143-402a9032e0f7.jpg,7
09907_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_viride/62e3c88d-aae0-43d8-a6d4-848c8cccb170.jpg,7
09908_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Athyriaceae_Athyrium_angustum/5491b1a8-b423-47d3-8915-784b8c506ab5.jpg,8
09908_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Athyriaceae_Athyrium_angustum/7c0a3052-8691-4ddb-b134-a8a3ea226611.jpg,8
09908_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Athyriaceae_Athyrium_angustum/b3d0fb14-02e8-4e36-b6aa-dd0563999962.jpg,8
